4757894056	1000005001
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1044285651812839424	1000050134535860224
1478768877962248197	1000050134535860224
2783787047	1000050134535860224
1044285651812839424	1000078041421434880
29447428	1000122949645586432
16352975	1000198128526659584
16352975	1000198128526659584
16352975	1000198128526659584
16352975	1000198128526659584
875023529892335616	1000218878
322622115	1000230050736701441
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
1044285651812839424	1000413742423781376
131042172	1000416326194810881
24955120	1000417870814351365
2189523500	1000499544
2574271742	1000499544
433060763	1000499544
846389432	1000499544
614600545	1000563587809624065
150289183	1000644295890784258
150289183	1000644295890784258
29090182	10006492
2584811842	1000763340866621440
3019991748	100077645
766492578653110272	1000780428188434432
75038849	1001016014384128000
184923804	1001113010612703232
1044285651812839424	1001142369792811009
2577730025	1001170046897524737
2786188909	1001210742694084608
333951946	1001212559448567810
3063629509	1001266627432792064
75038849	1001286160478556161
2218592335	1001409548832395265
242808620	1001477981460664320
18218403	1001498767525335040
1071890635462975490	1001499086162485248
1249734659237437440	1001499086162485248
1249734659237437440	1001499086162485248
1249734659237437440	1001499086162485248
1249734659237437440	1001499086162485248
1393331109451247616	1001499086162485248
302984766	1001499086162485248
34120448	1001499086162485248
3308894989	100150340
1088636220014350336	100150576
25868334	1001563985098035200
244954523	1001663707045421058
29090182	1001663707045421058
531521235	1001663707045421058
826615125297680384	1001663707045421058
1028022611324747776	1001769760596676609
220863206	1001769760596676609
981436419087523840	1001769760596676609
1011581275851943938	1001775960763588608
1011581275851943938	1001775960763588608
1011581275851943938	1001775960763588608
1103424042911105035	1001858877921652736
1419238811150782465	1001859866
1419238811150782465	1001859866
1249734659237437440	100188103
1249734659237437440	100188103
1249734659237437440	100188103
1249734659237437440	100188103
1249734659237437440	100188103
24250033	100188103
120598755	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
3308894989	1001903494389944320
